id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,figure_score,color_score,sound_target,figure_response,timestamp,color_target,position_score,position_target,color_response,color_tested,simulate,position_tested,sound_score,figure_target,position_response,sound_response,figure_tested,sound_tested
Due,male,22,training_train,posttest,pc2,2,2,47,4,dimgray,circle,,Ledig,,1,,,1555329448694,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,48,8,dimgray,circle,,Ledig,,1,,,1555329451280,0,0,0,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,49,0,white,circle,,Ledig,,1,,,1555329453857,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,50,8,dimgray,circle,,Ledig,,1,,,1555329456470,1,1,1,1,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,51,4,green,circle,,Ledig,,1,,,1555329459038,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,52,8,green,circle,,Ledig,,1,,,1555329461616,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,53,1,green,circle,,Ledig,,1,,,1555329464193,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,54,8,darkorange,circle,,Ledig,,1,,,1555329466800,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,55,2,blue,circle,,Ledig,,1,,,1555329469383,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,56,8,white,circle,,Ledig,,1,,,1555329471965,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,57,0,blue,circle,,Ledig,,1,,,1555329474558,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,58,8,green,circle,,Ledig,,1,,,1555329477148,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,59,0,red,circle,,Ledig,,1,,,1555329479737,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,60,7,blue,circle,,Ledig,,1,,,1555329482328,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,61,2,blue,circle,,Ledig,,1,,,1555329484909,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,62,1,green,circle,,Ledig,,1,,,1555329487481,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,fc2,2,2,1,4,yellow,star,,Ledig,1,1,,0,1555329592397,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,2,4,red,star,,Ledig,1,1,,0,1555329594972,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,3,4,darkorange,square,,Ledig,1,1,,0,1555329597546,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,4,4,darkorange,square,,Ledig,1,1,,0,1555329600118,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,5,4,dimgray,square,,Ledig,1,1,,1,1555329602716,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,6,4,darkorange,star,,Ledig,1,1,,0,1555329605294,1,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,7,4,blue,star,,Ledig,1,1,,0,1555329607874,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,8,4,blue,square,,Ledig,1,1,,0,1555329610448,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,9,4,white,square,,Ledig,1,1,,0,1555329613020,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,10,4,dimgray,square,,Ledig,0,1,,0,1555329615595,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,11,4,yellow,triangle,,Ledig,1,0,,0,1555329618175,0,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,12,4,darkorange,star,,Ledig,1,1,,0,1555329620758,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,13,4,green,square,,Ledig,1,1,,0,1555329623330,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,14,4,blue,circle,,Ledig,1,1,,0,1555329625905,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,15,4,white,triangle,,Ledig,1,1,,0,1555329628479,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,16,4,blue,circle,,Ledig,0,0,,0,1555329631054,1,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,17,4,white,star,,Ledig,1,0,,0,1555329633626,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,18,4,white,circle,,Ledig,1,1,,1,1555329636220,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,19,4,red,triangle,,Ledig,1,1,,0,1555329638789,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,20,4,green,triangle,,Ledig,1,1,,0,1555329641364,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,21,4,white,square,,Ledig,1,0,,0,1555329643947,0,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,22,4,yellow,square,,Ledig,1,1,,0,1555329646528,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,23,4,green,triangle,,Ledig,1,1,,0,1555329649101,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,24,4,green,star,,Ledig,1,1,,0,1555329651677,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,25,4,darkorange,circle,,Ledig,1,1,,0,1555329654248,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,26,4,yellow,triangle,,Ledig,1,1,,0,1555329656823,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,27,4,darkorange,circle,,Ledig,1,0,,1,1555329659415,1,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,28,4,dimgray,star,,Ledig,1,1,,0,1555329661984,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,29,4,blue,star,,Ledig,1,1,,0,1555329664558,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,30,4,white,square,,Ledig,1,1,,0,1555329667133,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,31,4,red,circle,,Ledig,1,1,,0,1555329669708,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,32,4,white,triangle,,Ledig,1,0,,0,1555329672282,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,33,4,darkorange,triangle,,Ledig,1,0,,0,1555329674871,0,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,34,4,white,square,,Ledig,1,0,,0,1555329677443,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,35,4,darkorange,triangle,,Ledig,1,1,,1,1555329680040,1,,,1,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,36,4,dimgray,star,,Ledig,1,1,,0,1555329682610,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,37,4,red,triangle,,Ledig,1,1,,1,1555329685204,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,38,4,green,star,,Ledig,1,1,,1,1555329687787,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,39,4,red,square,,Ledig,1,1,,0,1555329690383,1,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,40,4,green,circle,,Ledig,1,0,,0,1555329692952,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,41,4,dimgray,triangle,,Ledig,1,1,,0,1555329695526,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,42,4,yellow,triangle,,Ledig,1,1,,0,1555329698101,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,43,4,red,square,,Ledig,1,1,,0,1555329700675,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,44,4,white,triangle,,Ledig,1,1,,1,1555329703269,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,45,4,green,square,,Ledig,1,1,,1,1555329705862,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,46,4,darkorange,square,,Ledig,1,1,,0,1555329708445,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,47,4,dimgray,square,,Ledig,1,1,,1,1555329711037,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,48,4,green,square,,Ledig,0,0,,0,1555329713618,0,,,1,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,49,4,red,star,,Ledig,0,1,,1,1555329716210,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,50,4,yellow,triangle,,Ledig,1,1,,0,1555329718790,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,51,4,dimgray,square,,Ledig,1,1,,0,1555329721365,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,52,4,yellow,triangle,,Ledig,1,1,,1,1555329723971,1,,,1,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,53,4,dimgray,triangle,,Ledig,1,0,,0,1555329726543,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,54,4,white,triangle,,Ledig,1,1,,1,1555329729141,0,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,55,4,yellow,star,,Ledig,1,0,,0,1555329731721,0,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,56,4,red,square,,Ledig,1,1,,0,1555329734299,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,57,4,yellow,circle,,Ledig,1,1,,0,1555329736894,1,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,58,4,red,circle,,Ledig,1,1,,0,1555329739483,1,,,1,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,59,4,darkorange,star,,Ledig,0,1,,1,1555329742072,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,60,4,blue,square,,Ledig,1,1,,0,1555329744643,0,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,61,4,darkorange,circle,,Ledig,1,0,,0,1555329747215,1,,,0,1,no,0,,0,,,1,0
Due,male,22,training_train,posttest,fc2,2,2,62,4,blue,square,,Ledig,0,0,,0,1555329749790,1,,,0,1,no,0,,1,,,1,0
Due,male,22,training_train,posttest,pcs1,3,1,1,3,dimgray,circle,sounds/G.wav,Ledig,,1,0,,1555329833654,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,2,3,blue,circle,sounds/C.wav,Ledig,,1,0,,1555329837237,0,0,1,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,3,2,green,circle,sounds/T.wav,Ledig,,1,0,,1555329840831,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,4,5,darkorange,circle,sounds/T.wav,Ledig,,1,1,,1555329844436,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,5,7,dimgray,circle,sounds/T.wav,Ledig,,1,1,,1555329848041,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,6,7,green,circle,sounds/P.wav,Ledig,,1,0,,1555329851637,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,7,4,green,circle,sounds/P.wav,Ledig,,1,1,,1555329855242,1,1,0,1,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,8,4,blue,circle,sounds/C.wav,Ledig,,1,0,,1555329858853,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,9,6,red,circle,sounds/C.wav,Ledig,,1,1,,1555329862463,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,10,1,darkorange,circle,sounds/C.wav,Ledig,,1,1,,1555329866080,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,11,3,darkorange,circle,sounds/B.wav,Ledig,,1,0,,1555329869688,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,12,3,white,circle,sounds/D.wav,Ledig,,1,0,,1555329873305,0,0,1,0,1,no,1,0,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,13,3,green,circle,sounds/E.wav,Ledig,,1,0,,1555329876916,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,14,0,blue,circle,sounds/G.wav,Ledig,,1,0,,1555329880506,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,15,0,red,circle,sounds/E.wav,Ledig,,1,0,,1555329884119,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,16,8,red,circle,sounds/C.wav,Ledig,,1,0,,1555329887725,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,17,4,darkorange,circle,sounds/G.wav,Ledig,,1,0,,1555329891315,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,18,1,blue,circle,sounds/G.wav,Ledig,,1,1,,1555329894929,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,19,3,green,circle,sounds/G.wav,Ledig,,1,1,,1555329898545,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,20,3,green,circle,sounds/B.wav,Ledig,,1,0,,1555329902078,1,1,1,1,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,21,7,darkorange,circle,sounds/C.wav,Ledig,,1,0,,1555329905668,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,22,2,red,circle,sounds/E.wav,Ledig,,1,0,,1555329909243,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,23,4,darkorange,circle,sounds/C.wav,Ledig,,1,0,,1555329912826,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,24,2,dimgray,circle,sounds/V.wav,Ledig,,1,0,,1555329916419,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,25,7,dimgray,circle,sounds/V.wav,Ledig,,1,1,,1555329920048,1,1,0,1,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,26,5,dimgray,circle,sounds/P.wav,Ledig,,1,0,,1555329923647,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,27,8,green,circle,sounds/E.wav,Ledig,,1,0,,1555329927232,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,28,2,green,circle,sounds/G.wav,Ledig,,1,0,,1555329930827,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,29,2,green,circle,sounds/G.wav,Ledig,,1,1,,1555329934389,1,1,1,1,1,no,1,1,,1,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,30,2,darkorange,circle,sounds/G.wav,Ledig,,1,1,,1555329938012,0,1,1,0,1,no,1,1,,1,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,31,7,darkorange,circle,sounds/V.wav,Ledig,,1,0,,1555329941631,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,32,5,green,circle,sounds/T.wav,Ledig,,1,0,,1555329945213,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,33,5,green,circle,sounds/E.wav,Ledig,,1,0,,1555329948841,1,1,1,1,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,34,1,dimgray,circle,sounds/V.wav,Ledig,,1,0,,1555329952435,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,35,5,yellow,circle,sounds/C.wav,Ledig,,1,0,,1555329956028,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,36,5,darkorange,circle,sounds/T.wav,Ledig,,1,0,,1555329959627,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,37,6,green,circle,sounds/V.wav,Ledig,,1,0,,1555329963207,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,38,3,dimgray,circle,sounds/T.wav,Ledig,,1,0,,1555329966788,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,39,6,darkorange,circle,sounds/T.wav,Ledig,,1,1,,1555329970405,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,40,2,yellow,circle,sounds/G.wav,Ledig,,1,0,,1555329973987,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,41,2,red,circle,sounds/B.wav,Ledig,,1,0,,1555329977595,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,42,6,darkorange,circle,sounds/D.wav,Ledig,,1,0,,1555329981179,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,43,8,green,circle,sounds/T.wav,Ledig,,1,0,,1555329984773,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,44,6,darkorange,circle,sounds/G.wav,Ledig,,1,0,,1555329988363,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,45,8,blue,circle,sounds/E.wav,Ledig,,1,0,,1555329991956,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,46,2,yellow,circle,sounds/E.wav,Ledig,,1,1,,1555329995561,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,47,2,yellow,circle,sounds/P.wav,Ledig,,1,0,,1555329999187,1,1,1,1,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,48,2,blue,circle,sounds/P.wav,Ledig,,1,1,,1555330002789,0,1,1,0,1,no,1,1,,1,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,49,4,red,circle,sounds/E.wav,Ledig,,1,0,,1555330006376,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,50,6,green,circle,sounds/C.wav,Ledig,,1,0,,1555330009966,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,51,0,blue,circle,sounds/P.wav,Ledig,,1,0,,1555330013566,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,52,6,white,circle,sounds/P.wav,Ledig,,1,1,,1555330017165,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,53,5,dimgray,circle,sounds/T.wav,Ledig,,1,0,,1555330020740,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,54,1,dimgray,circle,sounds/G.wav,Ledig,,1,0,,1555330024338,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,55,8,dimgray,circle,sounds/V.wav,Ledig,,1,0,,1555330027928,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,56,0,red,circle,sounds/G.wav,Ledig,,1,0,,1555330031511,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,57,0,blue,circle,sounds/E.wav,Ledig,,1,0,,1555330035121,0,1,1,0,1,no,1,1,,1,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,58,4,blue,circle,sounds/T.wav,Ledig,,1,0,,1555330038743,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,59,3,dimgray,circle,sounds/B.wav,Ledig,,1,0,,1555330042339,0,1,0,0,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pcs1,3,1,60,4,darkorange,circle,sounds/B.wav,Ledig,,1,1,,1555330045956,0,1,0,0,1,no,1,1,,0,1,0,1
Due,male,22,training_train,posttest,pcs1,3,1,61,5,darkorange,circle,sounds/C.wav,Ledig,,1,0,,1555330049564,1,1,0,1,1,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,fcs1,3,1,1,4,green,square,sounds/C.wav,Ledig,1,1,0,0,1555330104529,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,2,4,yellow,square,sounds/D.wav,Ledig,1,1,0,1,1555330108127,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,3,4,yellow,triangle,sounds/D.wav,Ledig,1,0,1,0,1555330111736,1,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,4,4,yellow,star,sounds/B.wav,Ledig,1,1,0,0,1555330115332,1,,,1,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,5,4,blue,square,sounds/B.wav,Ledig,1,1,1,0,1555330118928,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,6,4,green,triangle,sounds/V.wav,Ledig,1,1,0,0,1555330122525,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,7,4,yellow,square,sounds/G.wav,Ledig,1,1,0,0,1555330126118,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,8,4,dimgray,triangle,sounds/G.wav,Ledig,1,1,1,0,1555330129720,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,9,4,white,square,sounds/G.wav,Ledig,1,1,1,0,1555330133343,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,10,4,dimgray,circle,sounds/T.wav,Ledig,1,1,0,0,1555330136933,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,11,4,dimgray,circle,sounds/P.wav,Ledig,1,1,0,1,1555330140556,1,,,1,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,12,4,green,star,sounds/P.wav,Ledig,1,1,1,0,1555330144174,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,13,4,green,triangle,sounds/E.wav,Ledig,1,1,0,0,1555330147766,1,,,1,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,14,4,yellow,star,sounds/E.wav,Ledig,1,1,1,0,1555330151362,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,15,4,yellow,circle,sounds/T.wav,Ledig,1,1,0,0,1555330154990,1,,,1,1,no,0,0,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,16,4,yellow,square,sounds/V.wav,Ledig,1,1,0,0,1555330158589,1,,,1,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,17,4,dimgray,triangle,sounds/T.wav,Ledig,1,1,0,0,1555330162183,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,18,4,dimgray,star,sounds/D.wav,Ledig,1,1,0,0,1555330165785,1,,,1,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,19,4,darkorange,star,sounds/T.wav,Ledig,1,1,0,1,1555330169378,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,20,4,darkorange,star,sounds/T.wav,Ledig,1,1,1,1,1555330173006,1,,,1,1,no,0,1,1,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,21,4,darkorange,circle,sounds/P.wav,Ledig,1,1,0,0,1555330176611,1,,,1,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,22,4,yellow,triangle,sounds/B.wav,Ledig,1,1,0,0,1555330180199,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,23,4,red,square,sounds/B.wav,Ledig,1,1,1,0,1555330183801,0,,,0,1,no,0,1,0,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,24,4,dimgray,square,sounds/B.wav,Ledig,1,1,1,1,1555330187418,0,,,0,1,no,0,1,1,,1,1,1
Due,male,22,training_train,posttest,fcs1,3,1,25,4,blue,square,sounds/E.wav,Ledig,1,1,0,1,1555330191015,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,26,4,yellow,triangle,sounds/T.wav,Ledig,1,1,0,0,1555330194605,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,27,4,red,triangle,sounds/E.wav,Ledig,1,1,0,1,1555330198204,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,28,4,green,triangle,sounds/C.wav,Ledig,1,1,0,1,1555330201797,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,29,4,darkorange,square,sounds/V.wav,Ledig,1,1,0,0,1555330205382,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,30,4,white,square,sounds/P.wav,Ledig,1,1,0,1,1555330208987,0,,,0,1,no,0,1,1,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,31,4,blue,circle,sounds/E.wav,Ledig,1,1,0,0,1555330212569,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,32,4,white,triangle,sounds/C.wav,Ledig,1,1,0,0,1555330216161,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,33,4,darkorange,circle,sounds/B.wav,Ledig,1,1,0,0,1555330219755,0,,,0,1,no,0,1,0,,0,1,1
Due,male,22,training_train,posttest,fcs1,3,1,34,4,darkorange,triangle,sounds/B.wav,Ledig,1,1,1,0,1555330223369,1,,,1,1,no,0,1,0,,1,1,1
