id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_response,occupation,sound_tested,color_target,sound_response,sound_score,figure_response,position_response,position_score,position_tested,color_score,sound_target,color_tested,timestamp,position_target,figure_target,figure_score,simulate,figure_tested
canadagaas,female,,training_transfer,practice,f2,1,2,21,4,white,triangle,,,Studerende,0,,,,1,,,0,,,0,1554807714518,,1,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,22,4,white,star,,,Studerende,0,,,,0,,,0,,,0,1554807717101,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,23,4,white,square,,,Studerende,0,,,,1,,,0,,,0,1554807719699,,0,0,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,24,4,white,circle,,,Studerende,0,,,,0,,,0,,,0,1554807722268,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,25,4,white,triangle,,,Studerende,0,,,,0,,,0,,,0,1554807724851,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,26,4,white,star,,,Studerende,0,,,,0,,,0,,,0,1554807727435,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,27,4,white,square,,,Studerende,0,,,,0,,,0,,,0,1554807730021,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,28,4,white,circle,,,Studerende,0,,,,0,,,0,,,0,1554807732587,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,29,4,white,square,,,Studerende,0,,,,0,,,0,,,0,1554807735170,,1,0,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,30,4,white,triangle,,,Studerende,0,,,,0,,,0,,,0,1554807737736,,0,1,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,31,4,white,circle,,,Studerende,0,,,,1,,,0,,,0,1554807740337,,0,0,no,1
canadagaas,female,,training_transfer,practice,f2,1,2,32,4,white,triangle,,,Studerende,0,,,,1,,,0,,,0,1554807742938,,1,1,no,1
canadagaas,female,,training_transfer,practice,sc2,2,2,1,4,dimgray,circle,sounds/G.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807772224,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,2,4,green,circle,sounds/V.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807774806,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,3,4,dimgray,circle,sounds/G.wav,0,Studerende,1,1,0,0,,,,0,0,1,1,1554807777376,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,4,4,dimgray,circle,sounds/G.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807779971,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,5,4,white,circle,sounds/E.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807782543,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,6,4,green,circle,sounds/G.wav,0,Studerende,1,0,1,1,,,,0,1,1,1,1554807785134,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,7,4,yellow,circle,sounds/B.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807787723,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,8,4,darkorange,circle,sounds/C.wav,1,Studerende,1,0,0,1,,,,0,0,0,1,1554807790307,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,9,4,red,circle,sounds/B.wav,0,Studerende,1,0,0,0,,,,0,1,1,1,1554807792893,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,10,4,dimgray,circle,sounds/E.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807795477,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,11,4,darkorange,circle,sounds/E.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807798060,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,12,4,red,circle,sounds/G.wav,1,Studerende,1,0,1,0,,,,0,0,0,1,1554807800652,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,13,4,blue,circle,sounds/E.wav,0,Studerende,1,0,1,1,,,,0,1,1,1,1554807803244,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,14,4,white,circle,sounds/C.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807805827,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,15,4,blue,circle,sounds/E.wav,1,Studerende,1,1,0,0,,,,0,1,1,1,1554807808422,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,16,4,white,circle,sounds/T.wav,0,Studerende,1,1,0,1,,,,0,0,0,1,1554807810997,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,17,4,yellow,circle,sounds/T.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807813604,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,18,4,yellow,circle,sounds/B.wav,1,Studerende,1,0,1,0,,,,0,0,0,1,1554807816207,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,19,4,dimgray,circle,sounds/T.wav,0,Studerende,1,0,1,1,,,,0,1,1,1,1554807818796,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,20,4,green,circle,sounds/E.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807821380,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,21,4,dimgray,circle,sounds/V.wav,0,Studerende,1,1,0,1,,,,0,0,0,1,1554807823963,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,22,4,red,circle,sounds/B.wav,0,Studerende,1,0,0,1,,,,0,1,0,1,1554807826546,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,23,4,dimgray,circle,sounds/T.wav,1,Studerende,1,1,0,1,,,,0,1,0,1,1554807829138,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,24,4,darkorange,circle,sounds/E.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807831724,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,25,4,darkorange,circle,sounds/P.wav,1,Studerende,1,0,0,1,,,,0,0,0,1,1554807834310,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,26,4,darkorange,circle,sounds/C.wav,1,Studerende,1,1,0,1,,,,0,1,0,1,1554807836897,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,27,4,red,circle,sounds/P.wav,0,Studerende,1,0,1,1,,,,0,1,1,1,1554807839489,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,28,4,blue,circle,sounds/C.wav,0,Studerende,1,0,1,1,,,,0,1,1,1,1554807842075,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,29,4,red,circle,sounds/C.wav,0,Studerende,1,1,1,0,,,,0,0,0,1,1554807844667,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,30,4,white,circle,sounds/G.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807847262,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,31,4,yellow,circle,sounds/G.wav,0,Studerende,1,0,1,0,,,,0,1,0,1,1554807849848,,,,no,0
canadagaas,female,,training_transfer,practice,sc2,2,2,32,4,white,circle,sounds/B.wav,0,Studerende,1,1,1,0,,,,0,0,0,1,1554807852455,,,,no,0
canadagaas,female,,training_transfer,practice,pcfs1,4,1,1,0,dimgray,circle,sounds/D.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807881186,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,2,1,dimgray,triangle,sounds/G.wav,1,Studerende,1,1,1,0,0,0,1,1,1,0,1,1554807884731,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,3,6,white,triangle,sounds/E.wav,0,Studerende,1,0,0,1,1,0,1,1,1,0,1,1554807888330,0,1,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,4,0,white,triangle,sounds/G.wav,1,Studerende,1,1,0,1,1,0,1,1,1,0,1,1554807891949,0,1,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,5,0,red,square,sounds/G.wav,0,Studerende,1,0,0,0,0,1,1,1,1,1,1,1554807895552,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,6,6,green,square,sounds/G.wav,1,Studerende,1,0,1,1,0,0,1,1,0,1,1,1554807899154,0,1,0,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,7,6,dimgray,circle,sounds/P.wav,0,Studerende,1,0,0,1,0,1,1,1,1,0,1,1554807902762,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,8,6,white,star,sounds/P.wav,0,Studerende,1,0,1,1,0,1,1,1,1,1,1,1554807906387,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,9,8,blue,triangle,sounds/G.wav,0,Studerende,1,0,0,1,1,0,1,1,1,0,1,1554807909986,0,0,0,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,10,4,yellow,star,sounds/E.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807913585,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,11,5,red,square,sounds/D.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807917173,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,12,2,dimgray,circle,sounds/D.wav,0,Studerende,1,0,0,0,0,0,1,1,1,1,1,1554807920772,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,13,7,dimgray,triangle,sounds/T.wav,0,Studerende,1,1,0,1,0,0,1,1,0,0,1,1554807924374,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,14,4,yellow,square,sounds/E.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807927956,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,15,6,green,square,sounds/E.wav,0,Studerende,1,0,1,1,0,0,1,1,1,1,1,1554807931576,0,1,0,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,16,2,blue,star,sounds/G.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807935158,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,17,2,blue,triangle,sounds/D.wav,1,Studerende,1,1,0,1,0,1,1,1,1,0,1,1554807938792,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,18,2,blue,triangle,sounds/P.wav,1,Studerende,1,1,0,1,0,1,1,1,1,0,1,1554807942408,1,1,0,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,19,6,white,circle,sounds/C.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807946011,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,20,4,white,circle,sounds/G.wav,1,Studerende,1,1,0,1,1,0,1,1,1,0,1,1554807949650,0,1,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,21,1,dimgray,circle,sounds/P.wav,0,Studerende,1,0,1,0,1,0,1,1,1,0,1,1554807953264,0,1,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,22,6,darkorange,square,sounds/B.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807956861,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,23,3,dimgray,triangle,sounds/E.wav,0,Studerende,1,0,1,0,0,1,0,1,1,0,1,1554807960494,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,24,4,red,circle,sounds/E.wav,1,Studerende,1,0,0,0,0,0,1,1,0,1,1,1554807964103,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,25,4,dimgray,triangle,sounds/G.wav,0,Studerende,1,0,1,0,0,0,0,1,1,0,1,1554807967713,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,26,4,dimgray,star,sounds/V.wav,0,Studerende,1,1,0,1,0,1,1,1,0,0,1,1554807971327,1,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,27,1,white,circle,sounds/B.wav,0,Studerende,1,0,0,1,1,0,1,1,1,0,1,1554807974941,0,0,0,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,28,0,red,triangle,sounds/C.wav,1,Studerende,1,0,0,1,0,0,1,1,0,0,1,1554807978546,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,29,0,green,triangle,sounds/C.wav,0,Studerende,1,0,0,0,1,1,1,1,1,1,1,1554807982180,1,1,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,30,5,green,star,sounds/C.wav,1,Studerende,1,1,1,1,0,0,1,1,1,1,1,1554807985787,0,0,1,no,1
canadagaas,female,,training_transfer,practice,pcfs1,4,1,31,4,red,triangle,sounds/E.wav,0,Studerende,1,0,0,1,0,0,1,1,1,0,1,1554807989381,0,0,1,no,1
canadagaas,female,,training_transfer,pretest,pc2,2,2,1,6,white,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808021803,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,2,2,white,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808024383,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,3,6,dimgray,circle,,0,Studerende,0,0,,,,0,0,1,1,,1,1554808026970,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,4,4,white,circle,,0,Studerende,0,1,,,,1,0,1,0,,1,1554808029570,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,5,8,darkorange,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808032153,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,6,2,red,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808034719,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,7,3,red,circle,,1,Studerende,0,0,,,,0,1,1,0,,1,1554808037297,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,8,2,red,circle,,1,Studerende,0,1,,,,1,1,1,1,,1,1554808039898,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,9,7,darkorange,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808042469,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,10,5,white,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808045038,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,11,6,red,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808047622,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,12,5,yellow,circle,,0,Studerende,0,0,,,,1,1,1,1,,1,1554808050225,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,13,5,red,circle,,0,Studerende,0,1,,,,1,0,1,0,,1,1554808052812,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,14,2,green,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808055389,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,15,4,red,circle,,0,Studerende,0,1,,,,0,1,1,0,,1,1554808057972,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,16,6,darkorange,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808060556,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,17,4,green,circle,,0,Studerende,0,0,,,,1,1,1,1,,1,1554808063148,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,18,8,red,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808065722,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,19,2,darkorange,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808068306,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,20,1,red,circle,,0,Studerende,0,1,,,,0,1,1,0,,1,1554808070875,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,21,2,red,circle,,0,Studerende,0,0,,,,1,1,1,1,,1,1554808073472,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,22,5,green,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808076041,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,23,2,white,circle,,0,Studerende,0,0,,,,1,1,1,1,,1,1554808078633,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,24,2,yellow,circle,,0,Studerende,0,0,,,,1,0,1,1,,1,1554808081222,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,25,5,yellow,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808083791,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,26,0,yellow,circle,,1,Studerende,0,1,,,,0,1,1,1,,1,1554808086397,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,27,5,red,circle,,0,Studerende,0,0,,,,0,0,1,1,,1,1554808088976,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,28,6,yellow,circle,,0,Studerende,0,1,,,,1,0,1,0,,1,1554808091573,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,29,6,darkorange,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808094145,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,30,0,blue,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808096728,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,31,8,darkorange,circle,,1,Studerende,0,1,,,,0,1,1,1,,1,1554808099312,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,32,7,green,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808101895,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,33,0,blue,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808104461,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,34,2,dimgray,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808107044,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,35,0,blue,circle,,1,Studerende,0,1,,,,1,1,1,1,,1,1554808109645,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,36,5,dimgray,circle,,1,Studerende,0,1,,,,0,1,1,1,,1,1554808112234,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,37,7,dimgray,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808114812,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,38,5,green,circle,,0,Studerende,0,0,,,,1,1,1,1,,1,1554808117404,1,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,39,5,red,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808119981,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,40,4,yellow,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808122564,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,41,4,white,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808125130,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,42,6,blue,circle,,1,Studerende,0,0,,,,0,1,1,0,,1,1554808127719,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,43,3,white,circle,,1,Studerende,0,1,,,,0,1,1,1,,1,1554808130314,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,44,0,white,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808132898,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,45,7,green,circle,,0,Studerende,0,0,,,,0,1,1,1,,1,1554808135481,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,46,7,yellow,circle,,0,Studerende,0,0,,,,1,0,1,1,,1,1554808138078,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,47,6,blue,circle,,1,Studerende,0,0,,,,0,1,1,0,,1,1554808140668,0,,,no,0
canadagaas,female,,training_transfer,pretest,pc2,2,2,48,7,red,circle,,0,Studerende,0,0,,,,0,0,1,1,,1,1554808143231,1,,,no,0
