id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_tested,color_tested,sound_target,simulate,position_response,figure_score,occupation,sound_tested,color_response,color_score,timestamp,figure_target,position_target,sound_score,figure_tested,position_score,figure_response,color_target,sound_response
odder,female,26,training_transfer,practice,p1,1,1,16,2,white,circle,,1,0,,no,0,,Studerende,0,,,1555350827059,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,17,3,white,circle,,1,0,,no,0,,Studerende,0,,,1555350829628,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,18,7,white,circle,,1,0,,no,0,,Studerende,0,,,1555350832194,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,19,3,white,circle,,1,0,,no,1,,Studerende,0,,,1555350834778,,0,,0,0,,,
odder,female,26,training_transfer,practice,p1,1,1,20,3,white,circle,,1,0,,no,1,,Studerende,0,,,1555350837361,,1,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,21,5,white,circle,,1,0,,no,0,,Studerende,0,,,1555350839932,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,22,5,white,circle,,1,0,,no,1,,Studerende,0,,,1555350842533,,1,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,23,5,white,circle,,1,0,,no,1,,Studerende,0,,,1555350845115,,1,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,24,2,white,circle,,1,0,,no,0,,Studerende,0,,,1555350847685,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,25,7,white,circle,,1,0,,no,0,,Studerende,0,,,1555350850254,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,26,1,white,circle,,1,0,,no,0,,Studerende,0,,,1555350852820,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,27,2,white,circle,,1,0,,no,1,,Studerende,0,,,1555350855400,,0,,0,0,,,
odder,female,26,training_transfer,practice,p1,1,1,28,1,white,circle,,1,0,,no,0,,Studerende,0,,,1555350857975,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,29,6,white,circle,,1,0,,no,0,,Studerende,0,,,1555350860543,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,30,3,white,circle,,1,0,,no,0,,Studerende,0,,,1555350863109,,0,,0,1,,,
odder,female,26,training_transfer,practice,p1,1,1,31,8,white,circle,,1,0,,no,0,,Studerende,0,,,1555350865679,,0,,0,1,,,
odder,female,26,training_transfer,practice,f2,1,2,1,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350913001,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,2,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350915571,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,3,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350918137,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,4,4,white,square,,0,0,,no,,0,Studerende,0,,,1555350920706,1,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,5,4,white,triangle,,0,0,,no,,1,Studerende,0,,,1555350923274,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,6,4,white,circle,,0,0,,no,,1,Studerende,0,,,1555350925843,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,7,4,white,circle,,0,0,,no,,0,Studerende,0,,,1555350928432,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,8,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350931010,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,9,4,white,triangle,,0,0,,no,,1,Studerende,0,,,1555350933579,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,10,4,white,triangle,,0,0,,no,,0,Studerende,0,,,1555350936162,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,11,4,white,star,,0,0,,no,,0,Studerende,0,,,1555350938757,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,12,4,white,star,,0,0,,no,,0,Studerende,0,,,1555350941343,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,13,4,white,triangle,,0,0,,no,,1,Studerende,0,,,1555350943918,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,14,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350946486,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,15,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350949052,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,16,4,white,star,,0,0,,no,,0,Studerende,0,,,1555350951636,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,17,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350954220,1,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,18,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350956790,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,19,4,white,circle,,0,0,,no,,1,Studerende,0,,,1555350959359,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,20,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350961928,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,21,4,white,square,,0,0,,no,,0,Studerende,0,,,1555350964509,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,22,4,white,triangle,,0,0,,no,,1,Studerende,0,,,1555350967080,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,23,4,white,square,,0,0,,no,,0,Studerende,0,,,1555350969649,1,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,24,4,white,triangle,,0,0,,no,,0,Studerende,0,,,1555350972215,1,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,25,4,white,star,,0,0,,no,,1,Studerende,0,,,1555350974784,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,26,4,white,triangle,,0,0,,no,,0,Studerende,0,,,1555350977352,1,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,27,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350979921,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,28,4,white,circle,,0,0,,no,,0,Studerende,0,,,1555350982502,0,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,29,4,white,square,,0,0,,no,,0,Studerende,0,,,1555350985070,1,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,30,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350987639,0,,,1,,0,,
odder,female,26,training_transfer,practice,f2,1,2,31,4,white,square,,0,0,,no,,1,Studerende,0,,,1555350990220,1,,,1,,1,,
odder,female,26,training_transfer,practice,f2,1,2,32,4,white,square,,0,0,,no,,0,Studerende,0,,,1555350992793,1,,,1,,0,,
odder,female,26,training_transfer,practice,sc2,2,2,1,4,dimgray,circle,sounds/C.wav,0,1,0,no,,,Studerende,1,0,1,1555351014987,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,2,4,yellow,circle,sounds/P.wav,0,1,0,no,,,Studerende,1,1,0,1555351017568,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,3,4,dimgray,circle,sounds/C.wav,0,1,1,no,,,Studerende,1,0,0,1555351020148,,,1,0,,,1,1
odder,female,26,training_transfer,practice,sc2,2,2,4,4,blue,circle,sounds/D.wav,0,1,0,no,,,Studerende,1,0,1,1555351022725,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,5,4,darkorange,circle,sounds/C.wav,0,1,1,no,,,Studerende,1,0,1,1555351025291,,,0,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,6,4,darkorange,circle,sounds/P.wav,0,1,0,no,,,Studerende,1,1,0,1555351027883,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,7,4,white,circle,sounds/B.wav,0,1,0,no,,,Studerende,1,0,1,1555351030478,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,8,4,white,circle,sounds/P.wav,0,1,1,no,,,Studerende,1,0,1,1555351033059,,,1,0,,,0,1
odder,female,26,training_transfer,practice,sc2,2,2,9,4,blue,circle,sounds/E.wav,0,1,0,no,,,Studerende,1,0,1,1555351035630,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,10,4,red,circle,sounds/V.wav,0,1,0,no,,,Studerende,1,0,1,1555351038199,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,11,4,blue,circle,sounds/C.wav,0,1,0,no,,,Studerende,1,0,0,1555351040776,,,0,0,,,1,1
odder,female,26,training_transfer,practice,sc2,2,2,12,4,darkorange,circle,sounds/E.wav,0,1,0,no,,,Studerende,1,0,1,1555351043350,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,13,4,blue,circle,sounds/P.wav,0,1,0,no,,,Studerende,1,0,0,1555351045943,,,0,0,,,1,1
odder,female,26,training_transfer,practice,sc2,2,2,14,4,red,circle,sounds/E.wav,0,1,1,no,,,Studerende,1,0,1,1555351048521,,,0,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,15,4,blue,circle,sounds/P.wav,0,1,1,no,,,Studerende,1,0,0,1555351051087,,,0,0,,,1,0
odder,female,26,training_transfer,practice,sc2,2,2,16,4,dimgray,circle,sounds/B.wav,0,1,0,no,,,Studerende,1,0,1,1555351053672,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,17,4,dimgray,circle,sounds/C.wav,0,1,0,no,,,Studerende,1,1,0,1555351056279,,,0,0,,,0,1
odder,female,26,training_transfer,practice,sc2,2,2,18,4,red,circle,sounds/G.wav,0,1,0,no,,,Studerende,1,1,0,1555351058880,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,19,4,green,circle,sounds/V.wav,0,1,0,no,,,Studerende,1,0,1,1555351061460,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,20,4,dimgray,circle,sounds/G.wav,0,1,1,no,,,Studerende,1,0,1,1555351064026,,,0,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,21,4,darkorange,circle,sounds/T.wav,0,1,0,no,,,Studerende,1,0,1,1555351066598,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,22,4,white,circle,sounds/C.wav,0,1,0,no,,,Studerende,1,0,1,1555351069184,,,0,0,,,0,1
odder,female,26,training_transfer,practice,sc2,2,2,23,4,yellow,circle,sounds/D.wav,0,1,0,no,,,Studerende,1,0,1,1555351071765,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,24,4,white,circle,sounds/B.wav,0,1,0,no,,,Studerende,1,0,0,1555351074333,,,1,0,,,1,0
odder,female,26,training_transfer,practice,sc2,2,2,25,4,white,circle,sounds/P.wav,0,1,0,no,,,Studerende,1,0,1,1555351076902,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,26,4,white,circle,sounds/C.wav,0,1,0,no,,,Studerende,1,1,1,1555351079483,,,1,0,,,1,0
odder,female,26,training_transfer,practice,sc2,2,2,27,4,darkorange,circle,sounds/V.wav,0,1,0,no,,,Studerende,1,0,1,1555351082053,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,28,4,darkorange,circle,sounds/G.wav,0,1,0,no,,,Studerende,1,1,0,1555351084678,,,0,0,,,0,1
odder,female,26,training_transfer,practice,sc2,2,2,29,4,dimgray,circle,sounds/B.wav,0,1,0,no,,,Studerende,1,0,1,1555351087253,,,1,0,,,0,0
odder,female,26,training_transfer,practice,sc2,2,2,30,4,darkorange,circle,sounds/G.wav,0,1,1,no,,,Studerende,1,1,1,1555351089847,,,0,0,,,1,0
odder,female,26,training_transfer,practice,sc2,2,2,31,4,dimgray,circle,sounds/B.wav,0,1,1,no,,,Studerende,1,0,0,1555351092419,,,0,0,,,1,0
odder,female,26,training_transfer,practice,sc2,2,2,32,4,green,circle,sounds/V.wav,0,1,0,no,,,Studerende,1,0,1,1555351094993,,,1,0,,,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,1,5,green,square,sounds/E.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351115904,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,2,1,yellow,triangle,sounds/T.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351119486,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,3,2,green,square,sounds/C.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351123094,0,0,0,1,1,0,0,1
odder,female,26,training_transfer,practice,pcfs1,4,1,4,1,dimgray,square,sounds/T.wav,1,1,0,no,0,0,Studerende,1,0,1,1555351126708,1,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,5,1,blue,star,sounds/D.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351130313,0,1,1,1,0,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,6,2,yellow,triangle,sounds/D.wav,1,1,1,no,0,1,Studerende,1,0,1,1555351133912,0,0,0,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,7,2,yellow,square,sounds/B.wav,1,1,0,no,0,1,Studerende,1,1,1,1555351137536,0,1,1,1,0,0,1,0
odder,female,26,training_transfer,practice,pcfs1,4,1,8,7,dimgray,circle,sounds/B.wav,1,1,1,no,0,1,Studerende,1,0,1,1555351141133,0,0,0,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,9,1,white,square,sounds/G.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351144717,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,10,1,darkorange,circle,sounds/V.wav,1,1,0,no,1,1,Studerende,1,0,1,1555351148316,0,1,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,11,4,dimgray,circle,sounds/D.wav,1,1,0,no,0,0,Studerende,1,1,0,1555351151917,1,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,12,1,green,square,sounds/E.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351155507,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,13,8,white,square,sounds/B.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351159118,1,0,1,1,1,1,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,14,8,white,triangle,sounds/V.wav,1,1,0,no,0,1,Studerende,1,1,1,1555351162745,0,1,1,1,0,0,1,0
odder,female,26,training_transfer,practice,pcfs1,4,1,15,4,green,star,sounds/V.wav,1,1,1,no,0,1,Studerende,1,0,1,1555351166360,0,0,1,1,1,0,0,1
odder,female,26,training_transfer,practice,pcfs1,4,1,16,2,yellow,star,sounds/E.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351169971,1,0,1,1,1,1,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,17,1,green,circle,sounds/B.wav,1,1,0,no,0,1,Studerende,1,1,0,1555351173602,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,18,7,red,circle,sounds/T.wav,1,1,0,no,0,0,Studerende,1,1,0,1555351177200,1,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,19,4,red,star,sounds/T.wav,1,1,1,no,0,1,Studerende,1,0,0,1555351180803,0,0,1,1,1,0,1,1
odder,female,26,training_transfer,practice,pcfs1,4,1,20,0,red,square,sounds/T.wav,1,1,1,no,0,1,Studerende,1,0,0,1555351184399,0,0,1,1,1,0,1,1
odder,female,26,training_transfer,practice,pcfs1,4,1,21,2,dimgray,star,sounds/P.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351187989,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,22,2,red,square,sounds/P.wav,1,1,1,no,0,1,Studerende,1,0,1,1555351191592,0,1,1,1,0,0,0,1
odder,female,26,training_transfer,practice,pcfs1,4,1,23,2,darkorange,square,sounds/B.wav,1,1,0,no,0,0,Studerende,1,0,1,1555351195177,1,1,1,1,0,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,24,1,dimgray,triangle,sounds/G.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351198778,0,0,0,1,1,0,0,1
odder,female,26,training_transfer,practice,pcfs1,4,1,25,2,dimgray,circle,sounds/C.wav,1,1,0,no,0,1,Studerende,1,1,1,1555351202384,0,0,1,1,1,0,1,0
odder,female,26,training_transfer,practice,pcfs1,4,1,26,2,darkorange,circle,sounds/C.wav,1,1,1,no,0,0,Studerende,1,0,1,1555351206009,1,1,1,1,0,0,0,1
odder,female,26,training_transfer,practice,pcfs1,4,1,27,7,darkorange,triangle,sounds/P.wav,1,1,0,no,0,1,Studerende,1,0,0,1555351209600,0,0,1,1,1,0,1,0
odder,female,26,training_transfer,practice,pcfs1,4,1,28,6,yellow,square,sounds/C.wav,1,1,0,no,0,1,Studerende,1,0,1,1555351213201,0,0,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,29,6,green,square,sounds/P.wav,1,1,0,no,1,0,Studerende,1,0,1,1555351216826,1,1,1,1,1,0,0,0
odder,female,26,training_transfer,practice,pcfs1,4,1,30,2,green,triangle,sounds/P.wav,1,1,1,no,0,1,Studerende,1,1,1,1555351220438,0,0,0,1,1,0,1,0
odder,female,26,training_transfer,practice,pcfs1,4,1,31,5,green,star,sounds/G.wav,1,1,0,no,0,1,Studerende,1,1,1,1555351224034,0,0,1,1,1,0,1,0
odder,female,26,training_transfer,pretest,pc2,2,2,1,2,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351263394,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,2,8,blue,circle,,1,1,,no,0,,Studerende,0,0,1,1555351265962,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,3,6,yellow,circle,,1,1,,no,0,,Studerende,0,1,1,1555351268554,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,4,6,blue,circle,,1,1,,no,0,,Studerende,0,0,0,1555351271131,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,5,6,red,circle,,1,1,,no,1,,Studerende,0,0,1,1555351273720,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,6,0,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351276301,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,7,5,red,circle,,1,1,,no,0,,Studerende,0,0,0,1555351278867,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,8,5,red,circle,,1,1,,no,1,,Studerende,0,1,0,1555351281462,,0,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,9,5,red,circle,,1,1,,no,0,,Studerende,0,1,1,1555351284048,,1,,0,0,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,10,8,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351286622,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,11,8,dimgray,circle,,1,1,,no,1,,Studerende,0,0,1,1555351289212,,0,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,12,4,darkorange,circle,,1,1,,no,0,,Studerende,0,0,1,1555351291792,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,13,3,dimgray,circle,,1,1,,no,0,,Studerende,0,0,0,1555351294378,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,14,4,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351296944,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,15,4,dimgray,circle,,1,1,,no,1,,Studerende,0,0,0,1555351299533,,0,,0,0,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,16,3,red,circle,,1,1,,no,0,,Studerende,0,0,1,1555351302113,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,17,0,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351304682,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,18,2,red,circle,,1,1,,no,0,,Studerende,0,0,0,1555351307251,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,19,0,white,circle,,1,1,,no,0,,Studerende,0,0,1,1555351309819,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,20,7,green,circle,,1,1,,no,1,,Studerende,0,0,1,1555351312400,,0,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,21,2,dimgray,circle,,1,1,,no,0,,Studerende,0,0,1,1555351314969,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,22,4,white,circle,,1,1,,no,0,,Studerende,0,1,0,1555351317563,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,23,2,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351320141,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,24,4,red,circle,,1,1,,no,1,,Studerende,0,0,1,1555351322727,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,25,8,yellow,circle,,1,1,,no,0,,Studerende,0,0,0,1555351325293,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,26,4,red,circle,,1,1,,no,0,,Studerende,0,0,0,1555351327862,,1,,0,0,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,27,5,green,circle,,1,1,,no,0,,Studerende,0,0,1,1555351330428,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,28,0,darkorange,circle,,1,1,,no,0,,Studerende,0,0,1,1555351332987,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,29,6,yellow,circle,,1,1,,no,0,,Studerende,0,1,0,1555351335589,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,30,4,yellow,circle,,1,1,,no,0,,Studerende,0,1,0,1555351338178,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,31,5,white,circle,,1,1,,no,0,,Studerende,0,0,1,1555351340750,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,32,0,dimgray,circle,,1,1,,no,0,,Studerende,0,0,1,1555351343318,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,33,0,dimgray,circle,,1,1,,no,1,,Studerende,0,1,0,1555351345919,,0,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,34,1,red,circle,,1,1,,no,0,,Studerende,0,0,1,1555351348488,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,35,7,dimgray,circle,,1,1,,no,0,,Studerende,0,0,0,1555351351057,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,36,1,white,circle,,1,1,,no,1,,Studerende,0,0,1,1555351353637,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,37,6,white,circle,,1,1,,no,0,,Studerende,0,1,0,1555351356229,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,38,5,dimgray,circle,,1,1,,no,0,,Studerende,0,0,1,1555351358810,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,39,6,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351361378,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,40,6,darkorange,circle,,1,1,,no,0,,Studerende,0,0,1,1555351363962,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,41,8,white,circle,,1,1,,no,0,,Studerende,0,0,1,1555351366530,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,42,6,green,circle,,1,1,,no,1,,Studerende,0,0,1,1555351369122,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,43,3,white,circle,,1,1,,no,0,,Studerende,0,0,0,1555351371700,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,44,2,green,circle,,1,1,,no,0,,Studerende,0,0,0,1555351374269,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,45,2,darkorange,circle,,1,1,,no,0,,Studerende,0,0,1,1555351376837,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,46,3,white,circle,,1,1,,no,1,,Studerende,0,0,1,1555351379427,,0,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,47,3,blue,circle,,1,1,,no,0,,Studerende,0,0,1,1555351382004,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,48,2,red,circle,,1,1,,no,0,,Studerende,0,0,1,1555351384573,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,49,0,red,circle,,1,1,,no,0,,Studerende,0,1,0,1555351387162,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,50,3,blue,circle,,1,1,,no,0,,Studerende,0,0,1,1555351389742,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,51,4,green,circle,,1,1,,no,0,,Studerende,0,0,1,1555351392311,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,52,3,darkorange,circle,,1,1,,no,1,,Studerende,0,0,1,1555351394892,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,53,0,red,circle,,1,1,,no,0,,Studerende,0,0,1,1555351397463,,0,,0,1,,0,
